,Unnamed: 0,HF,NB,TI,V,Eig_1,Eig_2,Eig_3,Negative Eigenvalues,proj0,proj1
1378,1378,0.4,0.15,0.15,0.3,-36175.373275686994,4493.90542366405,24144.29830440879,1,-0.2827491282134892,-0.07108396791479661
1436,1436,0.45,0.2,0.05,0.3,-36132.45634757299,-3454.5979092186353,97274.65214840519,2,-0.3532730690298045,-0.21259853879616158
1358,1358,0.4,0.05,0.1,0.45,-36105.250511061444,38530.2303489292,92007.88778476605,1,-0.49506765346041004,0.07005725156758087
1558,1558,0.7,0.05,0.1,0.15,-36092.53018722259,23032.472788799467,79966.39253751471,1,-0.49450762636192874,-0.3542064475272733
621,621,0.05,0.05,0.7,0.2,-36092.343732692854,95670.4748112511,114708.94650340787,1,0.3528063797810701,0.5661516213752067
1132,1132,0.25,0.05,0.55,0.15,-36026.6709761088,32247.98063217194,88232.70567227251,1,0.14104788163263063,0.28302914176272986
1478,1478,0.5,0.2,0.05,0.25,-36002.236102707604,-3633.2223600867583,93357.76785535221,2,-0.35317973118005763,-0.2833091553119706
889,889,0.1,0.65,0.15,0.1,-35991.226174255586,-1444.501645892674,42434.438659823994,2,0.4247303883435886,-0.35299305548056387
1349,1349,0.35,0.4,0.15,0.1,-35969.08560083753,-8498.766833303836,27215.95880498757,2,0.0711773057645435,-0.35345974472929825
678,678,0.05,0.25,0.45,0.25,-35952.080942487104,7023.545451947921,85442.73224918952,1,0.2824691146642486,0.2832158174622237
690,690,0.05,0.3,0.4,0.25,-35945.35152665687,4810.348444718418,81009.72968963643,1,0.28256245251399553,0.21250520094641465
1296,1296,0.35,0.05,0.3,0.3,-35918.72550207226,15533.999687954343,84952.89607561899,1,-0.2123185252469208,0.1411412194823774
1452,1452,0.45,0.35,0.1,0.1,-35877.20881290489,-7220.240095514513,39278.294110990566,2,-0.07015058941732773,-0.4243570369446011
1394,1394,0.4,0.25,0.2,0.15,-35868.896426441235,-6995.4001900508265,14210.844387137431,2,-0.07043060296656833,-0.212225187397174
1333,1333,0.35,0.25,0.25,0.15,-35849.396745826,-6721.843250476681,14055.6369601257,2,0.00018667569949381405,-0.14142123303161802
1252,1252,0.3,0.2,0.35,0.15,-35635.87652735291,-1083.510574755656,17462.9908615991,2,0.07071061651580905,9.333784974682343e-05
1297,1297,0.35,0.05,0.35,0.25,-35572.402239748415,16056.825487290562,84398.52834034066,1,-0.1416079087311118,0.14123455733212428
1547,1547,0.65,0.1,0.05,0.2,-35539.14066385709,18041.45560871445,88146.13717316372,1,-0.4945076263619288,-0.35420644752727337
1379,1379,0.4,0.15,0.2,0.25,-35450.989852584404,4371.071177670119,15538.89605579883,1,-0.21203851169768018,-0.07099063006504971
1308,1308,0.35,0.1,0.35,0.2,-35434.60582418488,14994.406818166752,24706.067412639008,1,-0.07080395436555587,0.07061727866606214
1562,1562,0.7,0.1,0.1,0.1,-35254.668323958715,21726.01658945124,27692.123962954058,1,-0.4237036719963728,-0.42482372619333547
1480,1480,0.5,0.2,0.15,0.15,-35231.6533336593,-3170.621347716788,16310.173847491258,2,-0.21175849814843953,-0.28312247961247683
637,637,0.05,0.1,0.65,0.2,-35006.879694540134,38584.54951124636,105900.76073014957,1,0.352899717630817,0.4954410048593976
1243,1243,0.3,0.15,0.4,0.15,-34959.46795966562,7584.282594010875,19746.080381557756,1,0.0706172786660622,0.0708039543655559
1369,1369,0.4,0.1,0.15,0.35,-34946.43396289201,17135.78995152558,31731.643561507593,1,-0.3535530825790451,-0.00046668924873445773
1507,1507,0.55,0.15,0.1,0.2,-34938.45536067939,3377.6384119164213,31660.645213454707,1,-0.35317973118005763,-0.2833091553119706
721,721,0.05,0.45,0.3,0.2,-34933.72498655021,3677.88158876576,73408.58591973498,1,0.35355308257904516,0.00046668924873442217
1488,1488,0.5,0.3,0.1,0.1,-34835.01409002745,-6370.3569153019025,36914.794293983905,2,-0.14086120593313675,-0.42445037479434794
1298,1298,0.35,0.05,0.4,0.2,-34742.07891344221,17734.331112269818,84151.47181756324,1,-0.07089729221530272,0.1413278951818712
1552,1552,0.65,0.15,0.1,0.1,-34621.35791554974,5499.54757983,29773.24940033631,1,-0.35299305548056387,-0.4247303883435886
743,743,0.05,0.6,0.2,0.15,-34467.367953836525,9557.07345521501,68247.57307053194,1,0.4245437126440949,-0.21157182244894573
1380,1380,0.4,0.15,0.25,0.2,-34454.03211364439,4457.047257815489,11812.984198030532,1,-0.14132789518187114,-0.07089729221530282
1233,1233,0.3,0.1,0.45,0.15,-34411.42233089915,21492.938465792846,27516.458422708867,1,0.07052394081631531,0.1415145708813649
1557,1557,0.7,0.05,0.05,0.2,-34390.45439906015,54684.81992081583,106433.05345673562,1,-0.5652182428777378,-0.3542997853770202
1279,1279,0.3,0.4,0.2,0.1,-34383.34616774831,-8920.29813938204,22612.17626134549,2,0.1417945844306056,-0.28265579036374233
1516,1516,0.55,0.25,0.1,0.1,-34327.94492071682,-4657.089805848562,34529.32144916068,2,-0.2115718224489458,-0.4245437126440949
1105,1105,0.2,0.45,0.25,0.1,-34294.34596956639,-8033.439997069528,24776.991662859687,2,0.2831224796124768,-0.21175849814843956
1537,1537,0.6,0.2,0.1,0.1,-34290.67999713212,-1332.8838111828627,32136.849962064727,2,-0.2822824389647548,-0.42463705049384176
1370,1370,0.4,0.1,0.2,0.3,-34061.98861627947,13681.324845815128,26058.764597875146,1,-0.28284246606323604,-0.00037335139898756706
652,652,0.05,0.15,0.6,0.2,-34059.62327124805,19571.972573834617,100555.89694547786,1,0.35299305548056387,0.4247303883435886
1404,1404,0.4,0.35,0.15,0.1,-34034.578310008466,-8411.299286656764,25052.684462638295,2,0.00046668924873442146,-0.3535530825790452
1326,1326,0.35,0.2,0.3,0.15,-34004.452333856374,-2572.251318730371,13824.411816075823,2,9.33378497469312e-05,-0.07071061651580904
1359,1359,0.4,0.05,0.15,0.4,-33990.53952380722,23690.210195585925,86683.63647086834,1,-0.42435703694460103,0.07015058941732773
1508,1508,0.55,0.15,0.15,0.15,-33989.14396052645,3850.9465438898324,14084.442165959796,1,-0.28246911466424857,-0.28321581746222374
1431,1431,0.45,0.15,0.15,0.25,-33912.24243385936,3466.5937357915445,20068.717124831142,1,-0.28265579036374233,-0.14179458443060566
1430,1430,0.45,0.15,0.1,0.3,-33795.66199601177,3354.1910892849864,39209.01089024297,1,-0.35336640687955134,-0.14188792228035252
712,712,0.05,0.4,0.35,0.2,-33782.18680011201,2718.8460821330946,77131.69649068745,1,0.35345974472929825,0.07117730576454344
1474,1474,0.5,0.15,0.15,0.2,-33758.45482684518,3440.0521858360444,16441.228478206966,1,-0.2825624525139955,-0.21250520094641467
1371,1371,0.4,0.1,0.25,0.25,-33744.3450898043,11761.219000286872,23888.36393858564,1,-0.21213184954742703,-0.00028001354924067634
1222,1222,0.3,0.05,0.5,0.15,-33675.008725066364,25820.53699649797,86310.21589876403,1,0.07043060296656843,0.21222518739717394
1439,1439,0.45,0.2,0.2,0.15,-33648.31657427686,-3792.6445532024927,11984.049138274135,2,-0.14114121948237737,-0.2123185252469209
758,758,0.05,0.8,0.05,0.1,-33642.27753556236,32286.9874769466,129051.55385837016,1,0.49562768055889145,-0.4943209506624351
1429,1429,0.45,0.15,0.05,0.35,-33614.86732949196,3636.5308865552056,99775.6337518356,1,-0.4240770233953604,-0.14198126013009946
1432,1432,0.45,0.15,0.2,0.2,-33544.95883539955,3770.7901595707544,11849.515555240918,1,-0.2119451738479333,-0.14170124658085875
1000,1000,0.15,0.5,0.25,0.1,-33513.30239108736,-7132.473178336752,28415.982381025387,2,0.3538330961282858,-0.21166516029869265
666,666,0.05,0.2,0.55,0.2,-33326.49775730709,10781.043420698827,95453.75224831028,1,0.3530863933303108,0.3540197718277796
1528,1528,0.6,0.1,0.1,0.2,-33292.66721755433,16670.266098728658,32882.96438219909,1,-0.42389034769586664,-0.28340249316171745
1473,1473,0.5,0.15,0.1,0.25,-33271.40555148534,2852.326590159571,35230.24484681728,1,-0.3532730690298045,-0.21259853879616153
1506,1506,0.55,0.15,0.05,0.25,-33257.524192017125,2639.442248762207,91726.24375008166,1,-0.42389034769586664,-0.2834024931617175
1388,1388,0.4,0.2,0.25,0.15,-33230.770510514725,-3609.624575882889,11806.803361238099,2,-0.07052394081631523,-0.141514570881365
1372,1372,0.4,0.1,0.3,0.2,-33167.787503665866,11648.926548625619,22933.485855902665,1,-0.14142123303161802,-0.00018667569949378565
1529,1529,0.6,0.1,0.15,0.15,-33164.28756448726,11899.880166670515,20697.63373641547,1,-0.3531797311800576,-0.2833091553119706
1196,1196,0.25,0.4,0.25,0.1,-33083.996139014555,-8514.493742021748,22096.927050033115,2,0.21241186309666776,-0.21185183599818647
702,702,0.05,0.35,0.4,0.2,-33066.49675220445,2695.216808493727,81304.27830463782,1,0.3533664068795514,0.1418879222803525
1318,1318,0.35,0.15,0.35,0.15,-32919.54909002814,5972.457349680284,15014.89938012059,1,3.4461542195749257e-17,-3.1675622051200567e-17
679,679,0.05,0.25,0.5,0.2,-32877.74001819006,6156.560707880321,90527.49736587342,1,0.35317973118005763,0.28330915531197054
1544,1544,0.65,0.05,0.15,0.15,-32813.38613801973,9922.765086174895,78395.23245595345,1,-0.42389034769586664,-0.2834024931617175
691,691,0.05,0.3,0.45,0.2,-32775.04679448505,3726.35103130634,85795.36607872404,1,0.35327306902980454,0.21259853879616153
1360,1360,0.4,0.05,0.2,0.35,-32686.74961079079,16337.276776842666,84696.25524135873,1,-0.35364642042879196,0.07024392726707458
1362,1362,0.4,0.05,0.3,0.25,-32562.98910684226,12366.396328702438,82910.96866212516,1,-0.21222518739717391,0.07043060296656835
1449,1449,0.45,0.3,0.15,0.1,-32504.630837437187,-7809.119140174712,22883.079212539713,2,-0.07024392726707461,-0.3536464204287921
1363,1363,0.4,0.05,0.35,0.2,-32380.99158142627,13273.643421931407,82592.636898507,1,-0.1415145708813649,0.07052394081631523
1361,1361,0.4,0.05,0.25,0.3,-32337.7375488837,13077.645402229233,83594.9659200613,1,-0.28293580391298295,0.07033726511682147
1345,1345,0.35,0.35,0.2,0.1,-32230.71036934052,-9080.549487648323,20516.508017774642,2,0.07108396791479658,-0.2827491282134892
1309,1309,0.35,0.1,0.4,0.15,-32222.344082753563,17170.7367864381,24786.75807221967,1,-9.333784974679289e-05,0.07071061651580904
885,885,0.1,0.6,0.2,0.1,-31969.30049871454,-2979.4100417911663,36742.30176346256,2,0.4246370504938417,-0.2822824389647548
1475,1475,0.5,0.15,0.2,0.15,-31968.393554117472,3099.7124553452077,9978.541933496903,1,-0.2118518359981864,-0.21241186309666776
737,737,0.05,0.55,0.25,0.15,-31958.310949404957,5883.516390921218,70212.40007869984,1,0.42445037479434805,-0.14086120593313678
1543,1543,0.65,0.05,0.1,0.2,-31942.3326760299,23610.152256146022,81337.88216164602,1,-0.4946009642116757,-0.28349583101146436
1421,1421,0.45,0.1,0.05,0.4,-31924.129331283755,19520.00888035529,104135.88067188472,1,-0.4948809777609163,-0.07136398146403726
1472,1472,0.5,0.15,0.05,0.3,-31844.51220366438,2487.44929336724,95632.69386635472,1,-0.4239836855456135,-0.21269187664590844
1099,1099,0.2,0.4,0.3,0.1,-31777.07687051483,-7361.419378079492,24268.532549449108,2,0.2830291417627299,-0.14104788163263052
1502,1502,0.55,0.1,0.15,0.2,-31754.088452216063,12443.50122634491,22185.563943376208,1,-0.3532730690298045,-0.21259853879616158
1424,1424,0.45,0.1,0.2,0.25,-31691.74831861774,11321.883559655773,23217.11794964129,1,-0.2827491282134892,-0.07108396791479663
1425,1425,0.45,0.1,0.25,0.2,-31678.079264915636,9464.044340712077,21744.556664998694,1,-0.21203851169768015,-0.07099063006504973
1559,1559,0.7,0.05,0.15,0.1,-31557.53078544524,11193.128704797775,78540.27841067211,1,-0.42379700984611973,-0.35411310967752646
1422,1422,0.45,0.1,0.1,0.35,-31545.511233494384,17779.67568731485,44674.21244126454,1,-0.42417036124510726,-0.07127064361429038
1299,1299,0.35,0.05,0.45,0.15,-31543.73621520695,20194.09253985308,84531.30086387834,1,-0.00018667569949367576,0.14142123303161805
1381,1381,0.4,0.15,0.3,0.15,-31518.48380132601,4321.611304612437,11730.768837796506,1,-0.07061727866606211,-0.07080395436555595
1485,1485,0.5,0.25,0.15,0.1,-31454.369782847243,-6310.671556092628,20697.661245225197,2,-0.14095454378288363,-0.35373975827853893
1423,1423,0.45,0.1,0.15,0.3,-31425.95222243893,14805.150857667526,28145.661035447403,1,-0.3534597447292982,-0.07117730576454352
1468,1468,0.5,0.1,0.2,0.2,-31177.727182249128,9341.303469664974,21192.348710450013,1,-0.28265579036374233,-0.1417945844306056
1433,1433,0.45,0.15,0.25,0.15,-31122.62005772915,3140.844559274405,9948.900877801883,1,-0.14123455733212426,-0.1416079087311119
1274,1274,0.3,0.35,0.25,0.1,-31093.04471952022,-8747.644848523065,19828.43901219791,2,0.1417012465808587,-0.21194517384793332
1527,1527,0.6,0.1,0.05,0.25,-30896.494070201938,17034.113653745168,91805.03063472231,1,-0.49460096421167565,-0.28349583101146436
994,994,0.15,0.45,0.3,0.1,-30883.705866118493,-6944.407945800434,28285.786857164087,2,0.35373975827853893,-0.14095454378288366
1513,1513,0.55,0.2,0.15,0.1,-30864.766057702782,-3173.6397416982873,18531.44101061624,2,-0.21166516029869267,-0.3538330961282859
1503,1503,0.55,0.1,0.2,0.15,-30859.956059923057,7539.056395742564,20509.157958584896,1,-0.2825624525139954,-0.21250520094641467
1549,1549,0.65,0.1,0.15,0.1,-30856.248831066318,12241.158754126976,22059.506372148622,1,-0.3530863933303107,-0.3540197718277796
1534,1534,0.6,0.15,0.15,0.1,-30669.618143744578,3324.705040182474,16611.124611708856,1,-0.2823757768145017,-0.35392643397803275
1190,1190,0.25,0.35,0.3,0.1,-30665.11474524664,-7418.665626109897,21404.885730213813,2,0.21231852524692085,-0.14114121948237743
1417,1417,0.45,0.05,0.3,0.2,-30623.65284183369,9739.787753004466,81232.43925341546,1,-0.2121318495474271,-0.00028001354924069624
1412,1412,0.45,0.05,0.05,0.45,-30601.866837112815,60211.63073547216,124813.14237276826,1,-0.5656849321264722,-0.0007467027979751106
1467,1467,0.5,0.1,0.15,0.25,-30587.15691537316,13302.419503440626,24862.13736132364,1,-0.35336640687955134,-0.14188792228035252
1373,1373,0.4,0.1,0.35,0.15,-30529.81412997101,12829.920083866624,23093.94174311632,1,-0.07071061651580898,-9.333784974694229e-05
622,622,0.05,0.05,0.75,0.15,-30431.79186348975,97078.25319267016,119301.80507804544,1,0.42351699629687917,0.5662449592249535
1501,1501,0.55,0.1,0.1,0.25,-30393.497067304204,15933.854582473266,36696.712655547184,1,-0.4239836855456135,-0.21269187664590844
1524,1524,0.6,0.05,0.2,0.15,-30391.899245509947,5774.775395896418,78511.7906009085,1,-0.3532730690298045,-0.21259853879616153
1092,1092,0.2,0.35,0.35,0.1,-30284.878370317398,-5566.65758884466,25056.85186393462,2,0.282935803912983,-0.0703372651168215
1400,1400,0.4,0.3,0.2,0.1,-30275.30676012337,-8765.715662644447,18494.264021096158,2,0.00037335139898756636,-0.2828424660632361
1523,1523,0.6,0.05,0.15,0.2,-30260.333074460414,11191.696412529709,79323.77524909686,1,-0.42398368554561355,-0.21269187664590844
1416,1416,0.45,0.05,0.25,0.25,-30182.977726678666,10022.928983280482,81672.98926898454,1,-0.2828424660632361,-0.00037335139898758696
195,195,0.0,0.7,0.1,0.2,-30083.764670260323,48110.17775602597,62359223196874.914,1,0.4246370504938417,-0.28228243896475474
574,574,0.55,0.15,0.0,0.3,-30062.709842476623,2070.3904087497394,62358754906012.58,1,-0.49460096421167565,-0.28349583101146436
200,200,0.0,0.75,0.1,0.15,-29982.7986572947,48909.89941583664,62358881610867.38,1,0.4954410048593976,-0.3528997176308169
756,756,0.05,0.75,0.1,0.1,-29907.116544043896,25440.69033979147,77641.69846171756,1,0.4955343427091445,-0.4236103341466259
730,730,0.05,0.5,0.3,0.15,-29858.728590239167,3411.7432395081532,73364.26129918377,1,0.4243570369446011,-0.07015058941732774
1364,1364,0.4,0.05,0.4,0.15,-29853.15420028798,15227.25955026975,82906.71234544202,1,-0.07080395436555584,0.07061727866606213
1413,1413,0.45,0.05,0.1,0.4,-29825.6091839547,34332.145750035874,89546.81572321462,1,-0.4949743156106632,-0.0006533649482281921
1084,1084,0.2,0.3,0.4,0.1,-29671.630467008268,-2624.7427222518327,26773.453382639425,2,0.28284246606323615,0.0003733513989875631
1469,1469,0.5,0.1,0.25,0.15,-29655.859504241867,7222.664938536156,21007.144642137988,1,-0.21194517384793327,-0.14170124658085875
1461,1461,0.5,0.05,0.25,0.2,-29612.524017181466,7516.180807042902,80126.86993180188,1,-0.28274912821348924,-0.07108396791479658
1426,1426,0.45,0.1,0.3,0.15,-29595.287538851902,9293.464846339768,21876.48801357136,1,-0.14132789518187114,-0.07089729221530286
1075,1075,0.2,0.25,0.45,0.1,-29558.720230697258,1453.0117801893723,29249.001991500023,1,0.2827491282134893,0.07108396791479653
1466,1466,0.5,0.1,0.1,0.3,-29527.164540471575,16282.545507070086,40640.2439644787,1,-0.42407702339536035,-0.14198126013009937
1065,1065,0.2,0.2,0.5,0.1,-29521.76226421086,7066.8834301305105,32401.20076352379,1,0.2826557903637424,0.14179458443060555
1496,1496,0.55,0.05,0.2,0.2,-29469.908574190715,7408.855918579085,79388.55539689449,1,-0.3533664068795514,-0.14188792228035252
1415,1415,0.45,0.05,0.2,0.3,-29419.795556952547,12755.275098751546,82624.0773749235,1,-0.3535530825790451,-0.0004666892487344777
638,638,0.05,0.1,0.7,0.15,-29296.55046508021,38810.57791320628,111460.4837034395,1,0.423610334146626,0.4955343427091445
1183,1183,0.25,0.3,0.35,0.1,-29291.741043872244,-4892.021791178105,21969.44073940063,2,0.21222518739717394,-0.07043060296656842
987,987,0.15,0.4,0.35,0.1,-29275.014310604438,-5813.735170389938,29479.864545075685,2,0.353646420428792,-0.07024392726707465
1414,1414,0.45,0.05,0.15,0.35,-29255.046210345216,19655.8336717097,84475.4215907815,1,-0.4242636990948542,-0.0005600270984813684
949,949,0.15,0.2,0.55,0.1,-29230.128808570935,8685.046640047267,41847.454492460805,1,0.3532730690298046,0.21259853879616153
1054,1054,0.2,0.15,0.55,0.1,-29153.836235972085,15798.439828964732,36225.703841512324,1,0.28256245251399553,0.21250520094641465
960,960,0.15,0.25,0.5,0.1,-28956.051072978134,3258.8188253086682,37879.7959375349,1,0.3533664068795514,0.14188792228035246
1340,1340,0.35,0.3,0.25,0.1,-28929.38461267724,-8576.074322168352,17779.2175279498,2,0.0709906300650497,-0.21203851169768018
1497,1497,0.55,0.05,0.25,0.15,-28925.369416531932,5604.23204152522,79192.9117821047,1,-0.28265579036374233,-0.14179458443060566
406,406,0.7,0.0,0.2,0.1,-28784.495066835363,4932.53462205014,62358767529584.766,1,-0.4238903476958666,-0.2834024931617174
1418,1418,0.45,0.05,0.35,0.15,-28763.157628750032,10962.770895380974,81454.63028138441,1,-0.14142123303161805,-0.00018667569949385292
1542,1542,0.65,0.05,0.05,0.25,-28763.04916644447,53996.752709956716,110127.83856736253,1,-0.5653115807274847,-0.28358916886121127
1268,1268,0.3,0.3,0.3,0.1,-28753.038300791508,-7104.003453447918,19056.752330607116,2,0.14160790873111181,-0.14123455733212428
1445,1445,0.45,0.25,0.2,0.1,-28709.908062911512,-7570.532428384464,16530.91704382209,2,-0.07033726511682147,-0.282935803912983
1175,1175,0.25,0.25,0.4,0.1,-28695.553095927626,-860.8922941368482,23448.60019843938,2,0.21213184954742714,0.0002800135492406525
970,970,0.15,0.3,0.45,0.1,-28642.607439624,-689.9834278838442,34437.67803939298,2,0.3534597447292983,0.07117730576454344
979,979,0.15,0.35,0.4,0.1,-28627.34290614655,-3697.235319681618,31598.16466335344,2,0.35355308257904516,0.0004666892487344182
1460,1460,0.5,0.05,0.2,0.25,-28582.224410690644,9782.571889805118,80820.66410517236,1,-0.35345974472929825,-0.07117730576454348
1462,1462,0.5,0.05,0.3,0.15,-28411.89495785502,7610.549012458613,80202.26283397117,1,-0.2120385116976802,-0.07099063006504971
880,880,0.1,0.55,0.25,0.1,-28400.416439244193,-4378.987827438843,35382.23682710262,2,0.42454371264409485,-0.2115718224489458
1465,1465,0.5,0.1,0.05,0.35,-28379.090662488823,17592.117977269707,99886.10834245179,1,-0.4947876399111694,-0.1420745979798463
1166,1166,0.25,0.2,0.45,0.1,-28377.22846582599,4959.08350512139,25702.064958240993,1,0.21203851169768023,0.07099063006504967
924,924,0.15,0.1,0.65,0.1,-28366.03059460962,34474.52995246074,51799.66315696587,1,0.3530863933303108,0.35401977182777955
236,236,0.45,0.0,0.0,0.55,-28313.924922606893,41853627091235.195,83722183915741.5,1,-0.7071995030078372,0.06977723801834021
190,190,0.0,0.65,0.15,0.2,-28267.658403436,30777.993579227368,62358659961579.51,1,0.42454371264409474,-0.2115718224489458
653,653,0.05,0.15,0.65,0.15,-28212.808153002778,19566.397740912293,106022.78701098944,1,0.423703671996373,0.42482372619333547
722,722,0.05,0.45,0.35,0.15,-28210.321393266284,1882.247090375075,77176.51355526793,1,0.42426369909485423,0.0005600270984812655
1500,1500,0.55,0.1,0.05,0.3,-28150.450943984877,16766.956849811024,95758.78274823065,1,-0.4946943020614225,-0.21278521449565535
1042,1042,0.2,0.1,0.6,0.1,-28063.330046304247,32423.40153016869,41728.06493578314,1,0.2824691146642486,0.28321581746222363
1522,1522,0.6,0.05,0.1,0.25,-27954.423450852304,25197.60801348535,83047.80089052206,1,-0.49469430206142256,-0.2127852144956553
1495,1495,0.55,0.05,0.15,0.25,-27849.383942100987,13347.680256006093,80724.4347917449,1,-0.4240770233953604,-0.14198126013009943
189,189,0.0,0.65,0.1,0.25,-27847.136055739178,48085.95364349712,62352498071497.46,1,0.35383309612828584,-0.21166516029869265
1156,1156,0.25,0.15,0.5,0.1,-27828.925831176653,14028.669145926353,28691.38194239306,1,0.21194517384793338,0.1417012465808587
196,196,0.0,0.7,0.15,0.15,-27760.21069349127,31375.054290053085,62374794334990.66,1,0.49534766700965066,-0.2821891011150079
1481,1481,0.5,0.2,0.2,0.1,-27620.266529598008,-4763.4760226816725,14723.06164718465,2,-0.1410478816326305,-0.2830291417627299
1261,1261,0.3,0.25,0.35,0.1,-27458.136119599792,-3550.285202969332,19507.417018451935,2,0.14151457088136493,-0.07052394081631527
1545,1545,0.65,0.05,0.2,0.1,-27451.257958667604,6442.235193587566,78923.79386189212,1,-0.35317973118005763,-0.2833091553119706
1459,1459,0.5,0.05,0.15,0.3,-27270.580570313512,16178.367656882901,82464.58439052691,1,-0.42417036124510726,-0.07127064361429038
713,713,0.05,0.4,0.4,0.15,-27054.20836137628,1218.9948257041076,81415.37214477836,1,0.4241703612451074,0.07127064361429034
1509,1509,0.55,0.15,0.2,0.1,-27017.18195944016,947.634517212109,13773.458712831996,1,-0.21175849814843956,-0.28312247961247683
1395,1395,0.4,0.25,0.25,0.1,-26937.163520620954,-7599.843522709092,15893.471659288,2,0.0002800135492406835,-0.21213184954742714
1530,1530,0.6,0.1,0.2,0.1,-26922.36771124934,6853.579003977626,22585.928151219785,1,-0.28246911466424857,-0.2832158174622237
1253,1253,0.3,0.2,0.4,0.1,-26768.211311715353,2238.967840318731,20860.267954154366,1,0.1414212330316181,0.0001866756994937419
910,910,0.15,0.05,0.7,0.1,-26655.575283587896,54273.188159187586,95117.02545256724,1,0.35299305548056387,0.42473038834358856
1334,1334,0.35,0.25,0.3,0.1,-26628.378531105653,-6077.217650360792,17026.028491892233,2,0.07089729221530285,-0.14132789518187114
1145,1145,0.25,0.1,0.55,0.1,-26605.75763832949,30296.195542989237,34164.724728498375,1,0.21185183599818652,0.21241186309666774
184,184,0.0,0.6,0.2,0.2,-26558.966161387627,22684.564321505964,62353090207420.055,1,0.424450374794348,-0.14086120593313672
703,703,0.05,0.35,0.45,0.15,-26415.50443653288,1471.6366924461972,85957.31975418767,1,0.4240770233953604,0.14198126013009935
1458,1458,0.5,0.05,0.1,0.35,-26383.42587496224,30617.83543196655,87195.23255704607,1,-0.49488097776091633,-0.07136398146403723
183,183,0.0,0.6,0.15,0.25,-26367.67258994749,30906.89561403262,62359090067945.56,1,0.3537397582785389,-0.14095454378288363
692,692,0.05,0.3,0.5,0.15,-26283.33195443465,2802.4185809294663,90728.21493407023,1,0.42398368554561355,0.21269187664590838
753,753,0.05,0.7,0.15,0.1,-26251.755731054283,17842.90216974542,68421.6234547189,1,0.4954410048593975,-0.3528997176308169
1244,1244,0.3,0.15,0.45,0.1,-26058.804748700328,11594.416504674671,22991.354786388736,1,0.14132789518187122,0.07089729221530276
1029,1029,0.2,0.05,0.65,0.1,-25992.503649169026,43828.58085959514,92899.49915721217,1,0.28237577681450177,0.35392643397803264
804,804,0.1,0.15,0.65,0.1,-25853.740145556174,18978.21849288227,62788.44040307022,1,0.42379700984611984,0.35411310967752646
1494,1494,0.55,0.05,0.1,0.3,-25842.17245270835,27543.635621371886,85013.24633152572,1,-0.4947876399111694,-0.14207459797984628
790,790,0.1,0.1,0.7,0.1,-25725.50104960888,37118.4258895643,68127.04285202078,1,0.42370367199637293,0.4248237261933354
1457,1457,0.5,0.05,0.05,0.4,-25678.056038323528,57454.29202199882,121150.54286982123,1,-0.5655915942767253,-0.07145731931378412
191,191,0.0,0.65,0.2,0.15,-25659.383427738536,23073.009538145772,62357632867914.95,1,0.4952543291599039,-0.21147848459919888
874,874,0.1,0.5,0.3,0.1,-25569.81576002326,-5227.029843369928,36188.26298116461,2,0.42445037479434794,-0.14086120593313675
817,817,0.1,0.2,0.6,0.1,-25437.122205926353,10156.829905920371,57805.24984460729,1,0.4238903476958667,0.2834024931617174
1440,1440,0.45,0.2,0.25,0.1,-25337.984689013196,-5061.0185324788445,14278.254663280515,2,-0.07043060296656835,-0.21222518739717405
1327,1327,0.35,0.2,0.35,0.1,-25313.556586130708,-852.7535124007544,17511.57941238167,2,0.07080395436555596,-0.07061727866606218
176,176,0.0,0.55,0.2,0.25,-24979.589202570445,22978.228996397233,62359435588520.41,1,0.35364642042879213,-0.0702439272670746
177,177,0.0,0.55,0.25,0.2,-24961.573515321455,18318.43217824364,62359337373622.0,1,0.42435703694460114,-0.0701505894173277
1521,1521,0.6,0.05,0.05,0.3,-24954.39291313311,54246.1979400239,113811.15232255356,1,-0.5654049185772316,-0.2128785523454022
1212,1212,0.25,0.65,0.05,0.05,-24922.74821311967,6886.485267052458,122820.70681710767,1,0.2835891688612112,-0.5653115807274848
775,775,0.1,0.05,0.75,0.1,-24883.7033676313,71914.9299153943,97471.41078862794,1,0.4236103341466261,0.4955343427091445
1211,1211,0.25,0.6,0.1,0.05,-24861.73977552651,885.0579644162622,73469.64404575875,1,0.2834958310114643,-0.49460096421167576
1234,1234,0.3,0.1,0.5,0.1,-24808.333977787966,25816.28627597325,30166.271374773045,1,0.14123455733212434,0.1416079087311118
1121,1121,0.2,0.7,0.05,0.05,-24775.0105411751,6642.660102923634,124822.87711524544,1,0.3542997853770202,-0.5652182428777378
829,829,0.1,0.25,0.55,0.1,-24700.003934006312,4753.944042231699,53097.41719496013,1,0.4239836855456136,0.2126918766459084
182,182,0.0,0.6,0.1,0.3,-24676.994060019133,48413.947300314525,62362749726299.1,1,0.2830291417627299,-0.1410478816326305
1389,1389,0.4,0.2,0.3,0.1,-24622.9287624534,-3601.2995120362257,15352.918479066055,2,0.00018667569949378678,-0.1414212330316181
1133,1133,0.25,0.05,0.6,0.1,-24465.57012709984,35958.2383620957,90799.75025472076,1,0.2117584981484396,0.2831224796124767
1319,1319,0.35,0.15,0.4,0.1,-24360.606923861007,8269.660318104943,19072.4215647513,1,0.07071061651580911,9.333784974688678e-05
