,Unnamed: 0,HF,NB,TI,V,Eig_1,Eig_2,Eig_3,Negative Eigenvalues,proj0,proj1
1036,1036,0.2,0.1,0.3,0.4,-55412.25494302643,24462.637330728034,35512.4002715705,1,-0.14179458443060558,0.2826557903637424
891,891,0.1,0.7,0.05,0.15,-55327.786377830496,308.7167960441184,115733.64573650942,1,0.3541131096775264,-0.4237970098461198
1096,1096,0.2,0.4,0.15,0.25,-55323.56753657327,-6467.6686577352575,32982.38582957202,2,0.07089729221530283,-0.14132789518187117
998,998,0.15,0.5,0.15,0.2,-55210.55655773319,-5777.757886692657,35676.52846771936,2,0.21241186309666774,-0.2118518359981864
966,966,0.15,0.3,0.25,0.3,-55178.18449421924,-2265.5932622046207,30319.28804983667,2,0.07061727866606214,0.07080395436555591
1160,1160,0.25,0.2,0.15,0.4,-55120.58768622867,3357.6130212304574,35213.25797888546,1,-0.21222518739717394,0.0704306029665684
1138,1138,0.25,0.1,0.2,0.45,-55094.40646562747,24128.70179305882,36323.34007380859,1,-0.2831224796124767,0.21175849814843958
695,695,0.05,0.35,0.05,0.55,-55041.047228724776,19337.103077765536,141486.72235697284,1,-0.14160790873111187,0.14123455733212437
871,871,0.1,0.5,0.15,0.25,-54908.77853975849,-1004.9999330185119,43323.788708249136,2,0.21231852524692085,-0.1411412194823774
984,984,0.15,0.4,0.2,0.25,-54827.376222492414,-5046.797407981066,30660.260809714517,2,0.141514570881365,-0.07052394081631527
1186,1186,0.25,0.35,0.1,0.3,-54777.44869625948,-5934.995025412478,48565.38057108098,2,-0.07052394081631526,-0.14151457088136493
1008,1008,0.15,0.6,0.1,0.15,-54757.18720480018,-5679.503976248874,52293.769506843215,2,0.28330915531197054,-0.3531797311800576
855,855,0.1,0.4,0.2,0.3,-54692.04698935525,-827.9900617973232,39466.22319327902,2,0.1414212330316181,0.00018667569949378565
1060,1060,0.2,0.2,0.25,0.35,-54668.915299274886,3562.366651801932,27616.376884825528,1,-0.07089729221530275,0.14132789518187114
1207,1207,0.25,0.55,0.05,0.15,-54666.5280762207,-7992.234081300203,104645.69005388727,2,0.1419812601300994,-0.42407702339536046
824,824,0.1,0.25,0.3,0.35,-54664.20715232671,3710.7295756353165,40538.65207206541,1,0.07043060296656842,0.21222518739717397
919,919,0.15,0.1,0.4,0.35,-54613.52003699334,28482.97136685733,39651.63275257117,1,-0.00046668924873433196,0.35355308257904516
1246,1246,0.3,0.2,0.05,0.45,-54520.8683970409,3499.7031021899024,110405.87034709465,1,-0.3535530825790451,-0.0004666892487344342
525,525,0.3,0.45,0.0,0.25,-54487.8007672439,-8006.893575552327,62358749000261.875,2,-0.07024392726707461,-0.353646420428792
1080,1080,0.2,0.3,0.2,0.3,-54397.59824214791,-3838.4550335539134,27977.21812745176,2,4.11675087758696e-17,1.9915482744485607e-17
1226,1226,0.3,0.1,0.1,0.5,-54386.779057141364,26330.057520644783,57324.953129927104,1,-0.4244503747943479,0.14086120593313678
1193,1193,0.25,0.4,0.1,0.25,-54310.20853052857,-7351.784010287524,47093.023549170844,2,0.00028001354924067634,-0.2121318495474271
812,812,0.1,0.2,0.35,0.35,-53960.713704901675,7923.175604980273,42602.97765312352,1,0.07033726511682156,0.282935803912983
1113,1113,0.2,0.55,0.1,0.15,-53921.9266548946,-7459.083945018482,48856.067026591976,2,0.21259853879616158,-0.35327306902980454
956,956,0.15,0.25,0.3,0.3,-53815.688447831286,23.905336831148862,30678.309567182347,1,0.07052394081631529,0.14151457088136493
1199,1199,0.25,0.45,0.1,0.2,-53684.23332662085,-8097.280368039683,46053.44699956717,2,0.07108396791479656,-0.28274912821348924
1103,1103,0.2,0.45,0.15,0.2,-53674.034569649375,-7439.432522710588,31828.18682584211,2,0.14170124658085873,-0.21194517384793332
684,684,0.05,0.3,0.1,0.55,-53536.80633926598,16279.706967419505,87710.80641015293,1,-0.14170124658085873,0.2119451738479334
799,799,0.1,0.15,0.4,0.35,-53531.8367960603,16134.511775304214,45554.39827481174,1,0.07024392726707471,0.3536464204287921
905,905,0.15,0.05,0.45,0.35,-53508.000922493724,37725.79561510184,92714.13824792583,1,-0.0005600270984812149,0.4242636990948542
1023,1023,0.2,0.05,0.35,0.4,-53428.36028148566,28739.723131998722,91286.42609122896,1,-0.14188792228035246,0.3533664068795514
1170,1170,0.25,0.25,0.15,0.35,-53301.3600062425,-1767.4341178917134,33141.68569679921,2,-0.14142123303161802,-0.0001866756994937814
1049,1049,0.2,0.15,0.3,0.35,-53244.11657848841,11161.693435350817,28124.081898671342,1,-0.07099063006504963,0.2120385116976802
785,785,0.1,0.1,0.45,0.35,-53231.21975274946,34006.32901396999,49573.38597895491,1,0.0701505894173278,0.42435703694460103
1150,1150,0.25,0.15,0.2,0.4,-52987.90891744207,10605.965247639691,28989.616709936316,1,-0.21231852524692083,0.14114121948237746
846,846,0.1,0.35,0.25,0.3,-52962.70412375817,-725.2478389547098,38277.69803915814,2,0.1413278951818712,0.07089729221530282
945,945,0.15,0.2,0.35,0.3,-52870.258870495454,4293.179452285544,32452.78532084878,1,0.07043060296656843,0.21222518739717397
770,770,0.1,0.05,0.5,0.35,-52859.019975199204,51940.06551877828,95089.56175457922,1,0.07005725156758094,0.4950676534604101
1281,1281,0.3,0.45,0.05,0.2,-52858.49390544399,-8433.383222558281,102056.59292145826,2,0.0004666892487344287,-0.35355308257904516
1255,1255,0.3,0.25,0.05,0.4,-52846.17712649525,-1535.944778627087,108160.5967589732,2,-0.28274912821348924,-0.07108396791479653
976,976,0.15,0.35,0.25,0.25,-52725.473292619536,-4631.137413493033,28795.172208594413,2,0.14142123303161808,0.00018667569949376572
1089,1089,0.2,0.35,0.2,0.25,-52708.17884868597,-6089.207147471569,26418.934254681353,2,0.07080395436555592,-0.07061727866606213
1071,1071,0.2,0.25,0.25,0.3,-52553.517668176275,-1651.242442549949,25813.490424220076,2,-9.333784974684169e-05,0.070710616515809
1276,1276,0.3,0.4,0.05,0.25,-52501.75753401138,-7967.360677856512,103075.59951044664,2,-0.07033726511682148,-0.282935803912983
672,672,0.05,0.25,0.15,0.55,-52456.43492825832,15459.75699404308,74593.35209006326,1,-0.1417945844306056,0.28265579036374244
878,878,0.1,0.55,0.15,0.2,-52445.426194214866,-1368.1658862194467,41986.924999413495,2,0.2831224796124768,-0.21175849814843956
864,864,0.1,0.45,0.2,0.25,-52382.35437972549,-1883.694666434672,37971.25593480729,2,0.212225187397174,-0.07043060296656836
1237,1237,0.3,0.15,0.1,0.45,-52326.56023009341,10368.714276163442,52395.74994353339,1,-0.353646420428792,0.07024392726707464
1126,1126,0.25,0.05,0.25,0.45,-52313.99544200604,25875.0052355339,90426.65538685414,1,-0.28321581746222363,0.2824691146642486
992,992,0.15,0.45,0.2,0.2,-52241.58343392,-6152.2589499554015,29386.167463059723,2,0.21231852524692088,-0.1411412194823774
933,933,0.15,0.15,0.4,0.3,-52208.11305555791,12325.135577559702,35359.23147093803,1,0.07033726511682158,0.282935803912983
1179,1179,0.25,0.3,0.15,0.3,-52114.5012275598,-5017.557201282859,31337.821755029843,2,-0.07061727866606214,-0.07080395436555594
1263,1263,0.3,0.3,0.05,0.35,-52000.532912936644,-4776.525661875208,106212.11136786826,2,-0.21194517384793332,-0.14170124658085873
1270,1270,0.3,0.35,0.05,0.3,-51978.006657153426,-6817.507373844058,104506.56897228264,2,-0.14114121948237743,-0.21231852524692085
1037,1037,0.2,0.1,0.35,0.35,-51927.754075236066,23836.477917803055,34957.42871338457,1,-0.07108396791479651,0.2827491282134892
659,659,0.05,0.2,0.2,0.55,-51757.98800704723,17726.25222643792,70954.87962507382,1,-0.14188792228035246,0.35336640687955145
836,836,0.1,0.3,0.3,0.3,-51734.42420879224,281.5823009116929,39218.891561189215,1,0.14123455733212428,0.14160790873111184
920,920,0.15,0.1,0.45,0.3,-51636.137043058436,28365.806451324923,40946.92095969422,1,0.07024392726707467,0.353646420428792
530,530,0.35,0.05,0.0,0.6,-51481.02277705818,78228.42021982507,62358749898625.984,1,-0.636582224341775,0.14058119238389613
888,888,0.1,0.65,0.1,0.15,-51464.48454798816,-319.5941895271585,57428.207441992265,2,0.3540197718277796,-0.3530863933303107
1285,1285,0.3,0.5,0.05,0.15,-51456.04477147576,-8282.46436283413,101854.41934597508,2,0.07127064361429032,-0.4241703612451073
1204,1204,0.25,0.5,0.1,0.15,-51413.92027813463,-8214.822530135747,45934.53833304689,2,0.1418879222803525,-0.3533664068795514
645,645,0.05,0.15,0.25,0.55,-51385.98068268005,24731.914410101654,70929.93237663954,1,-0.14198126013009937,0.4240770233953605
1187,1187,0.25,0.35,0.15,0.25,-51361.45425720649,-7044.194795681176,29809.127984500974,2,0.00018667569949376572,-0.14142123303161808
614,614,0.05,0.05,0.35,0.55,-51319.39253522156,72795.7757611214,104343.97082463268,1,-0.1421679358295931,0.5654982564269785
630,630,0.05,0.1,0.3,0.55,-51270.10054041944,42072.100361000164,73010.09111398415,1,-0.14207459797984623,0.49478763991116953
1161,1161,0.25,0.2,0.2,0.35,-51186.259309261455,2073.334215905509,26547.94391017364,1,-0.14151457088136488,0.07052394081631526
967,967,0.15,0.3,0.3,0.25,-51177.72973899955,-3400.1517303113574,29201.66093747336,2,0.14132789518187117,0.07089729221530279
1061,1061,0.2,0.2,0.3,0.3,-51174.25473342813,2500.7304973242485,26018.822565301216,1,-0.00018667569949372455,0.14142123303161802
706,706,0.05,0.4,0.05,0.5,-51173.254007640426,19282.17096514787,139702.87236244325,1,-0.07080395436555587,0.07061727866606216
1215,1215,0.3,0.05,0.15,0.5,-51135.196354544576,32976.74402071101,91367.77291768622,1,-0.4245437126440948,0.2115718224489458
1004,1004,0.15,0.55,0.15,0.15,-51053.78779881584,-6168.429092587789,35199.59576545456,2,0.2832158174622237,-0.2824691146642486
825,825,0.1,0.25,0.35,0.3,-50959.68021756905,2577.7481768803746,41411.60927392571,1,0.14114121948237743,0.21231852524692085
1139,1139,0.25,0.1,0.25,0.4,-50920.71431833159,21540.12260890538,33407.782046788874,1,-0.2124118630966677,0.21185183599818647
906,906,0.15,0.05,0.5,0.3,-50901.65175830283,40124.33705085405,92284.93152175986,1,0.07015058941732781,0.42435703694460103
446,446,0.05,0.5,0.0,0.45,-50842.14685284467,24179.239097546153,62358750536186.734,1,9.333784974686944e-05,-0.070710616515809
531,531,0.35,0.1,0.0,0.55,-50782.714758144386,26784.673680679425,62358749687999.47,1,-0.565778269976219,0.06996391371783403
1097,1097,0.2,0.4,0.2,0.2,-50713.41011910983,-7487.560483650659,25213.165763121808,2,0.14160790873111187,-0.14123455733212426
1247,1247,0.3,0.2,0.1,0.4,-50646.420151657156,1963.2543219154195,49719.57713885006,1,-0.2828424660632361,-0.0003733513989875158
1081,1081,0.2,0.3,0.25,0.25,-50629.45368451346,-4962.662444937901,24255.43165374904,2,0.07071061651580907,9.333784974691062e-05
813,813,0.1,0.2,0.4,0.3,-50558.60678208818,6946.99475999708,44437.66047049081,1,0.14104788163263057,0.2830291417627299
1194,1194,0.25,0.4,0.15,0.2,-50427.076283137256,-8173.233854048124,28711.768168972027,2,0.0709906300650497,-0.21203851169768023
1024,1024,0.2,0.05,0.4,0.35,-50425.16086921563,29437.022215754652,90705.40365256202,1,-0.07117730576454334,0.35345974472929825
800,800,0.1,0.15,0.45,0.3,-50421.21574514824,15310.22533315918,48097.3233644206,1,0.14095454378288372,0.35373975827853893
786,786,0.1,0.1,0.5,0.3,-50404.549400467855,33440.88278289796,52561.59914502736,1,0.1408612059331368,0.42445037479434794
856,856,0.1,0.4,0.25,0.25,-50382.75011867352,-2305.154183938224,36903.74793591664,2,0.21213184954742714,0.00028001354924067634
451,451,0.05,0.75,0.0,0.2,-50360.106936148215,31914.25375701316,62358747882001.74,1,0.3541131096775264,-0.4237970098461197
771,771,0.1,0.05,0.55,0.3,-50324.53153726828,55394.14315917133,94676.12759702075,1,0.14076786808338995,0.495160991310157
1109,1109,0.2,0.5,0.15,0.15,-50290.98535375747,-7819.705142310004,31541.940251088214,2,0.21250520094641462,-0.2825624525139955
957,957,0.15,0.25,0.35,0.25,-50144.613069472834,-947.8696949233193,30988.804197871774,2,0.1412345573321243,0.14160790873111181
1050,1050,0.2,0.15,0.35,0.3,-50132.07946009667,10289.536783002448,27981.197341953935,1,-0.00028001354924060744,0.2121318495474271
1171,1171,0.25,0.25,0.2,0.3,-49834.61286235366,-2986.357452405593,24672.223407403188,2,-0.070710616515809,-9.33378497468907e-05
1277,1277,0.3,0.4,0.1,0.2,-49819.13726946885,-8497.395986616188,43283.44807642097,2,0.0003733513989875458,-0.2828424660632361
985,985,0.15,0.4,0.25,0.2,-49807.695902448526,-6197.095294585031,27516.667403073072,2,0.21222518739717403,-0.07043060296656838
1227,1227,0.3,0.1,0.15,0.45,-49761.381825475284,23560.514293025204,39369.34803040623,1,-0.3537397582785389,0.14095454378288363
1271,1271,0.3,0.35,0.1,0.25,-49658.656590807266,-7702.392609768109,44302.65272241856,2,-0.07043060296656839,-0.21222518739717394
1256,1256,0.3,0.25,0.1,0.35,-49638.71915638163,-2981.8577018230844,47596.92862732716,2,-0.21203851169768018,-0.07099063006504965
872,872,0.1,0.5,0.2,0.2,-49569.220119929785,-2520.2563097674997,36668.03901365787,2,0.28302914176272986,-0.1410478816326305
696,696,0.05,0.35,0.1,0.5,-49528.324128138185,15300.131869395302,86330.53185758396,1,-0.07089729221530278,0.14132789518187122
946,946,0.15,0.2,0.4,0.25,-49527.6542441096,3485.655342932379,33743.60594105653,1,0.14114121948237746,0.21231852524692088
1151,1151,0.25,0.15,0.25,0.35,-49396.053441037846,9488.729895600447,24730.72217740028,1,-0.1416079087311118,0.14123455733212428
1264,1264,0.3,0.3,0.1,0.3,-49379.48421798412,-5985.6299599633585,45791.66989603091,2,-0.14123455733212428,-0.1416079087311118
1038,1038,0.2,0.1,0.4,0.3,-49212.232477137906,23954.964406184106,35036.52269654862,1,-0.00037335139898746255,0.2828424660632361
934,934,0.15,0.15,0.45,0.25,-49177.01229347683,11702.896041340737,37344.92218618609,1,0.1410478816326306,0.2830291417627299
1072,1072,0.2,0.25,0.3,0.25,-49115.22734010598,-2620.2661594246447,24418.739580626698,2,0.07061727866606218,0.07080395436555588
847,847,0.1,0.35,0.3,0.25,-48922.6041038137,-2037.3969486484452,37971.76970018994,2,0.21203851169768023,0.0709906300650497
1347,1347,0.35,0.4,0.05,0.2,-48907.67479926349,-8596.00344146991,99370.77948104462,2,-0.07024392726707458,-0.353646420428792
921,921,0.15,0.1,0.5,0.25,-48895.64780572476,28438.397372785566,42948.570330900606,1,0.1409545437828837,0.3537397582785389
1291,1291,0.35,0.05,0.05,0.55,-48876.33215108095,67016.06579879294,132151.41354991318,1,-0.565871607825966,0.14067453023364307
1180,1180,0.25,0.3,0.2,0.25,-48798.09643776958,-6089.003612184108,23110.270547300686,2,9.333784974691062e-05,-0.07071061651580904
1127,1127,0.25,0.05,0.3,0.4,-48644.141748831025,23890.121357923686,89563.60559651098,1,-0.2125052009464146,0.2825624525139955
716,716,0.05,0.45,0.05,0.45,-48532.70412866539,19843.613620018798,137966.02862567318,1,1.4343642455388227e-17,7.840092871143307e-18
1119,1119,0.2,0.65,0.05,0.1,-48483.59556417524,-6362.067873986434,109498.97627177123,2,0.2834958310114643,-0.49460096421167565
1014,1014,0.15,0.7,0.05,0.1,-48450.22676716511,-4982.880569541901,112695.61778063589,2,0.35420644752727326,-0.4945076263619288
907,907,0.15,0.05,0.55,0.25,-48443.27689271,43110.39696094347,91980.92091071425,1,0.14086120593313683,0.424450374794348
1282,1282,0.3,0.45,0.1,0.15,-48360.320000419524,-8549.000260477098,43242.97951733538,2,0.07117730576454347,-0.35345974472929825
685,685,0.05,0.3,0.15,0.5,-48337.32110413702,13108.147427166461,73648.68219704246,1,-0.07099063006504969,0.21203851169768023
1238,1238,0.3,0.15,0.15,0.4,-48322.678120171986,9054.719046923352,33003.809408607325,1,-0.282935803912983,0.07033726511682149
1090,1090,0.2,0.35,0.25,0.2,-48299.25026897957,-7043.348328566574,23016.18247006014,2,0.14151457088136496,-0.07052394081631523
1351,1351,0.35,0.45,0.05,0.15,-48294.66222059856,-8336.629057750464,99182.46915301864,2,0.0005600270984813316,-0.4242636990948542
1025,1025,0.2,0.05,0.45,0.3,-48138.58348673755,31121.51130669532,90216.09005159837,1,-0.0004666892487343454,0.3535530825790451
1062,1062,0.2,0.2,0.35,0.25,-48093.35589502333,1706.3727838657023,26068.323022535693,1,0.0705239408163153,0.1415145708813649
1162,1162,0.25,0.2,0.25,0.3,-48033.41360060189,1021.9168150254753,22455.867206853614,1,-0.07080395436555588,0.07061727866606214
977,977,0.15,0.35,0.3,0.2,-47975.95517498369,-5638.177702348717,27930.848495510352,2,0.21213184954742711,0.00028001354924065645
837,837,0.1,0.3,0.35,0.25,-47975.94040604374,-855.3546486080406,40280.89309833337,2,0.21194517384793332,0.14170124658085873
1302,1302,0.35,0.1,0.05,0.5,-47869.74781795422,25190.53196820479,112943.6406727484,1,-0.49506765346041004,0.07005725156758086
1200,1200,0.25,0.45,0.15,0.15,-47855.15972620982,-8553.378918335342,28569.4089141071,2,0.1417945844306056,-0.2826557903637424
772,772,0.1,0.05,0.6,0.25,-47814.367907298045,59257.9618898655,94379.02881121449,1,0.21147848459919893,0.49525432915990386
1140,1140,0.25,0.1,0.3,0.35,-47765.051087254535,20174.4918326881,31985.840272659236,1,-0.14170124658085867,0.2119451738479333
884,884,0.1,0.6,0.15,0.15,-47757.066714048895,-1484.371186535215,41213.58189081822,2,0.3539264339780327,-0.2823757768145017
1342,1342,0.35,0.35,0.05,0.25,-47716.908054202635,-8165.907318943624,100407.27311669629,2,-0.14104788163263052,-0.28302914176272986
787,787,0.1,0.1,0.55,0.25,-47676.58820971199,33017.42187543623,56071.2764388508,1,0.2115718224489459,0.42454371264409485
999,999,0.15,0.5,0.2,0.15,-47662.93885845188,-6745.531492308598,28799.99325313984,2,0.2831224796124768,-0.2117584981484395
293,293,0.15,0.0,0.6,0.25,-47576.157180019785,48403.73347374067,62358775385881.67,1,0.14076786808338992,0.49516099131015695
673,673,0.05,0.25,0.2,0.5,-47565.12086493917,13243.911907876294,70350.54968355717,1,-0.07108396791479654,0.2827491282134893
615,615,0.05,0.05,0.4,0.5,-47562.264538896634,75981.72784564528,104294.54445585661,1,-0.07145731931378402,0.5655915942767253
1188,1188,0.25,0.35,0.2,0.2,-47502.68405549018,-7909.671123192633,21963.126222622406,2,0.07089729221530279,-0.14132789518187117
826,826,0.1,0.25,0.4,0.25,-47481.94523207657,1608.9367484887223,43402.340263929524,1,0.21185183599818652,0.21241186309666776
801,801,0.1,0.15,0.5,0.25,-47462.824884885995,14653.861431267578,51283.77934882681,1,0.2116651602986927,0.35383309612828584
1051,1051,0.2,0.15,0.4,0.25,-47404.492896455384,9717.156029341213,28978.13925713178,1,0.07043060296656845,0.212225187397174
814,814,0.1,0.2,0.45,0.25,-47349.88496087725,6136.238054408297,47108.00070875193,1,0.2117584981484396,0.2831224796124768
1248,1248,0.3,0.2,0.15,0.35,-47270.755066052414,692.812242231347,30458.471133823306,1,-0.21213184954742706,-0.000280013549240692
631,631,0.05,0.1,0.35,0.5,-47237.97451722505,41397.106225869305,75730.50677753909,1,-0.07136398146403716,0.49488097776091633
865,865,0.1,0.45,0.25,0.2,-47221.9157149255,-3349.927368748685,35676.59242486384,2,0.282935803912983,-0.07033726511682147
660,660,0.05,0.2,0.25,0.5,-47164.55269346425,16206.67786796463,70544.67532947715,1,-0.0711773057645434,0.3534597447292983
746,746,0.05,0.65,0.05,0.25,-47159.258617339256,25932.817352605063,131464.60264967504,1,0.2832158174622237,-0.28246911466424857
470,470,0.1,0.8,0.0,0.1,-47134.5358199518,377.11257424177893,62358370636558.21,1,0.42501040189282924,-0.565124905027991
646,646,0.05,0.15,0.3,0.5,-47078.14214467363,23686.44537219454,72483.5846249058,1,-0.07127064361429031,0.4241703612451073
725,725,0.05,0.5,0.05,0.4,-47051.17391992066,20905.378428968725,136270.02982846036,1,0.0708039543655559,-0.07061727866606214
1104,1104,0.2,0.45,0.2,0.15,-46915.783928923614,-8163.6585797374055,24823.71770845961,2,0.21241186309666776,-0.2118518359981864
751,751,0.05,0.7,0.05,0.2,-46883.746597596735,27864.7327506031,130065.73765644466,1,0.3540197718277795,-0.35308639333031067
1039,1039,0.2,0.1,0.45,0.25,-46821.52915449149,24560.538477974584,35761.043830452065,1,0.07033726511682156,0.282935803912983
1216,1216,0.3,0.05,0.2,0.45,-46795.36435713738,25095.45086595965,89276.34806926886,1,-0.3538330961282858,0.2116651602986927
1257,1257,0.3,0.25,0.15,0.3,-46795.2668223315,-4124.675730396013,28534.037332868324,2,-0.14132789518187117,-0.07089729221530279
1172,1172,0.25,0.25,0.25,0.25,-46789.560503432105,-3936.744443172844,20825.95529485018,2,2.7755575615628914e-17,0.0
1265,1265,0.3,0.3,0.15,0.25,-46775.043730421145,-6905.769481976852,26984.15759990575,2,-0.07052394081631526,-0.14151457088136493
740,740,0.05,0.6,0.05,0.3,-46759.44739906798,24067.797093812926,133003.35685376296,1,0.21241186309666774,-0.2118518359981864
968,968,0.15,0.3,0.35,0.2,-46743.123155055604,-4210.826791126167,29717.409333163727,2,0.2120385116976802,0.07099063006504967
707,707,0.05,0.4,0.1,0.45,-46704.256028409494,15113.671519036385,85025.1497089592,1,-9.333784974684077e-05,0.07071061651580908
1210,1210,0.25,0.6,0.05,0.1,-46703.70477829481,-6778.172482789907,106663.99773736742,2,0.21278521449565524,-0.4946943020614226
1152,1152,0.25,0.15,0.3,0.3,-46639.90166364316,8642.246900380234,22982.77008859877,1,-0.07089729221530276,0.14132789518187117
1272,1272,0.3,0.35,0.15,0.2,-46615.235402566446,-8359.154726701901,25922.66726175948,2,0.0002800135492406352,-0.2121318495474271
1312,1312,0.35,0.15,0.05,0.45,-46604.8089364082,8797.469111897159,108558.76924242942,1,-0.4242636990948542,-0.0005600270984812894
733,733,0.05,0.55,0.05,0.35,-46559.49062686984,22353.693081702713,134613.46578599428,1,0.14160790873111187,-0.14123455733212434
1082,1082,0.2,0.3,0.3,0.2,-46516.56282969014,-5753.418412061442,23137.697468863105,2,0.1414212330316181,0.0001866756994938013
1336,1336,0.35,0.3,0.05,0.3,-46366.829339248754,-6827.414282867863,101886.32136348732,2,-0.2118518359981864,-0.2124118630966677
1026,1026,0.2,0.05,0.5,0.25,-46078.952901292374,33558.34629521528,89860.6005951084,1,0.07024392726707468,0.353646420428792
958,958,0.15,0.25,0.4,0.2,-46037.61112647379,-1546.5777170337703,32436.296356135845,2,0.2119451738479334,0.14170124658085873
1128,1128,0.25,0.05,0.35,0.35,-46019.15972620722,23585.844963645843,88872.51645188135,1,-0.14179458443060555,0.28265579036374233
1228,1228,0.3,0.1,0.2,0.4,-45990.45486688675,20171.432879853386,32752.313919661887,1,-0.28302914176272986,0.14104788163263055
1343,1343,0.35,0.35,0.1,0.2,-45965.345932757715,-8487.241217245844,40663.72500245803,2,-0.07033726511682149,-0.28293580391298295
947,947,0.15,0.2,0.45,0.2,-45729.54918344389,3091.0948582298893,35864.49824723806,1,0.2118518359981865,0.21241186309666776
1321,1321,0.35,0.2,0.05,0.4,-45728.576878304964,559.3232955567055,105836.52251847829,1,-0.35345974472929825,-0.07117730576454344
935,935,0.15,0.15,0.5,0.2,-45644.24147183725,11510.713239024917,39948.94863809028,1,0.21175849814843958,0.2831224796124768
1329,1329,0.35,0.25,0.05,0.35,-45616.24253834431,-4147.939377061362,103688.72350660137,2,-0.28265579036374233,-0.14179458443060558
922,922,0.15,0.1,0.55,0.2,-45570.179447790426,28798.922537016584,45532.8859143136,1,0.21166516029869278,0.35383309612828584
1406,1406,0.4,0.4,0.05,0.15,-45494.119335030526,-8158.835189103869,96594.74872151142,2,-0.0701505894173277,-0.42435703694460114
1141,1141,0.25,0.1,0.35,0.3,-45450.1082222864,20023.975304934702,31244.656432011332,1,-0.07099063006504965,0.21203851169768018
857,857,0.1,0.4,0.3,0.2,-45446.29551361324,-3615.532119370844,36829.578801100666,2,0.2828424660632361,0.00037335139898756706
1163,1163,0.25,0.2,0.3,0.25,-45348.58890900364,250.6712807628343,20943.050398468622,1,-9.33378497468551e-05,0.07071061651580902
1073,1073,0.2,0.25,0.35,0.2,-45345.45841040909,-3197.1965413454927,24691.82753449319,2,0.1413278951818712,0.07089729221530276
697,697,0.05,0.35,0.15,0.45,-45344.68326760495,11895.734709266484,72820.30412553946,1,-0.0001866756994938069,0.14142123303161808
1117,1117,0.2,0.6,0.1,0.1,-45322.92154134276,-6668.435286443742,51344.27363596575,2,0.2834024931617174,-0.4238903476958666
1348,1348,0.35,0.4,0.1,0.15,-45322.27447212617,-8590.801395205155,40675.36715784684,2,0.00046668924873446266,-0.3535530825790451
1402,1402,0.4,0.35,0.05,0.2,-45318.989693040465,-8400.26590798707,96792.56416198956,2,-0.14095454378288363,-0.353739758278539
908,908,0.15,0.05,0.6,0.2,-45267.027020225636,46514.61451534944,91933.46858672165,1,0.21157182244894582,0.4245437126440948
1181,1181,0.25,0.3,0.25,0.2,-45149.81593073365,-6874.265774855652,19625.53440412437,2,0.07080395436555594,-0.07061727866606214
1239,1239,0.3,0.15,0.2,0.35,-45144.26355185789,7957.165591952198,24233.930385075666,1,-0.21222518739717391,0.07043060296656835
1292,1292,0.35,0.05,0.1,0.5,-45016.58491602191,43070.46083669388,94514.31219302167,1,-0.4951609913101569,0.14076786808338992
717,717,0.05,0.45,0.1,0.4,-45005.94295546382,15520.280047100636,83783.07434633668,1,0.07071061651580904,9.33378497469263e-05
1337,1337,0.35,0.3,0.1,0.25,-44971.44282287751,-7468.221489281738,41688.537221303675,2,-0.14114121948237737,-0.2123185252469208
1012,1012,0.15,0.65,0.1,0.1,-44907.152413859134,-5260.935249637128,54369.06504615333,2,0.35411310967752646,-0.42379700984611973
1278,1278,0.3,0.4,0.15,0.15,-44861.261771151265,-8853.125915806768,25896.48605917664,2,0.07108396791479658,-0.28274912821348924
616,616,0.05,0.05,0.45,0.45,-44829.49939255326,79903.12954576926,104405.89661087802,1,-0.0007467027979749931,0.5656849321264723
993,993,0.15,0.45,0.25,0.15,-44795.166279899924,-7104.7062460571715,26826.496573118697,2,0.2830291417627299,-0.14104788163263055
602,602,0.8,0.05,0.0,0.15,-44675.68619886864,70064.51773217302,62358749927721.69,1,-0.6357421836940531,-0.4958143562583852
1063,1063,0.2,0.2,0.4,0.2,-44665.76274832307,1354.2784917911333,27274.856834289545,1,0.1412345573321244,0.14160790873111181
1249,1249,0.3,0.2,0.2,0.3,-44576.51167768303,-305.58203696349574,21867.230127843464,2,-0.14142123303161802,-0.0001866756994938013
1195,1195,0.25,0.4,0.2,0.15,-44507.25450751159,-8760.848127246358,21735.362720086716,2,0.14170124658085875,-0.21194517384793332
773,773,0.1,0.05,0.65,0.2,-44456.138620314945,63369.88443641882,94334.74397286524,1,0.282189101115008,0.4953476670096507
879,879,0.1,0.55,0.2,0.15,-44428.230141666725,-2849.384935957832,35828.01031540446,2,0.35383309612828584,-0.21166516029869265
686,686,0.05,0.3,0.2,0.45,-44427.887522101424,10688.317085158886,69894.96001427673,1,-0.00028001354924060646,0.21213184954742714
1153,1153,0.25,0.15,0.35,0.25,-44344.53550206794,8133.940642495639,22857.99833697012,1,-0.00018667569949373797,0.14142123303161805
741,741,0.05,0.6,0.1,0.25,-44323.017242102,18941.899712776514,80292.13972216561,1,0.2831224796124768,-0.2117584981484395
1303,1303,0.35,0.1,0.1,0.45,-44311.050899952505,23157.23012628594,52998.5009999288,1,-0.42435703694460103,0.07015058941732778
1288,1288,0.3,0.55,0.05,0.1,-44288.9716942206,-6901.1849642494435,103991.61325712237,2,0.14207459797984626,-0.4947876399111695
